url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/25pr/	25pr.title	25pr.title.0	MEDEA		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/25pr/	25pr.title	25pr.title.0_0	.		urn:cite2:tabulae:ls.v1:null
