url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/152b/	152b.title	152b.title.0	PHAETHON		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/152b/	152b.title	152b.title.0_0	.		urn:cite2:tabulae:ls.v1:null
