url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/169b/	169b.title	169b.title.0	AMYMONE		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/169b/	169b.title	169b.title.0_0	.		urn:cite2:tabulae:ls.v1:null
