url	passage	tokenid	token	form	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.0	AGAMEMNON		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.1	QUI	pronoun: masculine nominative plural	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.1	QUI	pronoun: masculine nominative plural	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.1	QUI	pronoun: masculine nominative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.2	IGNARUS	adjective: masculine nominative singular positive	ls.n21377:ignarus
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.3	DIANAE	noun: feminine nominative plural	ls.n13731:Diana
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.3	DIANAE	noun: feminine genitive singular	ls.n13731:Diana
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.3	DIANAE	noun: feminine dative singular	ls.n13731:Diana
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.3	DIANAE	noun: feminine vocative plural	ls.n13731:Diana
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.5	OCCIDIT	finite verb: third singular perfect indicative active	ls.n32088:occido1
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.5	OCCIDIT	finite verb: third singular present indicative active	ls.n32088:occido1
https://lingualatina.github.io/texts/browsable/hyginus/261_237/	261_237.title	261_237.title.5_0	.		ls.null
