url	passage	tokenid	token	form	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.0	QUI	pronoun: masculine nominative plural	urn:cite2:tabulae:ls.v1:n40242
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.0	QUI	pronoun: masculine nominative plural	urn:cite2:tabulae:ls.v1:n40103
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.0	QUI	pronoun: masculine nominative singular	urn:cite2:tabulae:ls.v1:n40103
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.1	INTER	uninflected preposition	urn:cite2:tabulae:ls.v1:n24154
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	participle: perfect passive masculine vocative singular	urn:cite2:l3:composites.v1:do
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: masculine accusative singular	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: masculine ablative singular	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: feminine ablative singular	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: neuter ablative singular	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: feminine ablative plural	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: neuter accusative plural	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: feminine accusative plural	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: neuter ablative plural	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: feminine accusative singular	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: neuter accusative singular	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: masculine accusative plural	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.2	SE	pronoun: masculine ablative plural	urn:cite2:tabulae:ls.v1:n46498
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.3	AMICITIA	noun: feminine nominative singular	urn:cite2:tabulae:ls.v1:n2236
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.3	AMICITIA	noun: feminine ablative singular	urn:cite2:tabulae:ls.v1:n2236
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.3	AMICITIA	noun: feminine vocative singular	urn:cite2:tabulae:ls.v1:n2236
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.4	IUNCTISSIMI		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.5	FUERUNT	finite verb: third plural perfect indicative active	urn:cite2:tabulae:ls.v1:n46529
https://lingualatina.github.io/texts/browsable/hyginus/257_237/	257_237.title	257_237.title.5_0	.		urn:cite2:tabulae:ls.v1:null
