url	passage	tokenid	token	form	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.0	EADEM	pronoun: feminine nominative singular	ls.n21343:idem
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.0	EADEM	pronoun: feminine ablative singular	ls.n21343:idem
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.0	EADEM	pronoun: neuter nominative plural	ls.n21343:idem
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.0	EADEM	pronoun: neuter accusative plural	ls.n21343:idem
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.1	EURIPIDIS		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.2	quam	pronoun: feminine accusative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.3	scribit	finite verb: third singular present indicative active	ls.n43092:scribo
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.4	Ennius		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/8pr/	8pr.title	8pr.title.4_0	.		ls.null
