url	passage	tokenid	token	form	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.0	Creon		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.1	Menoecei		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.2	filius	noun: masculine nominative singular	ls.n18185:filius
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.3	edixit	finite verb: third singular perfect indicative active	ls.n15140:edico
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.4	ne	uninflected conjunction	ls.n30583:ne1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.5	quis	pronoun: masculine nominative singular	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.5	quis	pronoun: feminine nominative singular	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.6	Polynicen		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.7	aut	uninflected conjunction	ls.n4632:aut
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.8	qui	pronoun: masculine nominative plural	ls.n40242:quis1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.8	qui	pronoun: masculine nominative plural	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.8	qui	pronoun: masculine nominative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.9	una	adjective: feminine nominative singular positive	ls.n49871:unus
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.9	una	adjective: feminine ablative singular positive	ls.n49871:unus
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.9	una	adjective: feminine vocative singular positive	ls.n49871:unus
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.9	una	adjective: neuter nominative plural positive	ls.n49871:unus
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.9	una	adjective: neuter accusative plural positive	ls.n49871:unus
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.9	una	adjective: neuter vocative plural positive	ls.n49871:unus
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.10	uenerunt	finite verb: third plural perfect indicative active	ls.n50442:venio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	noun: feminine nominative plural	ls.n43803:sepultura
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	noun: feminine genitive singular	ls.n43803:sepultura
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	noun: feminine dative singular	ls.n43803:sepultura
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	noun: feminine vocative plural	ls.n43803:sepultura
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	participle: future active feminine nominative plural	ls.n43703:sepelio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	participle: future active feminine genitive singular	ls.n43703:sepelio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	participle: future active feminine dative singular	ls.n43703:sepelio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.11	sepulturae	participle: future active feminine vocative plural	ls.n43703:sepelio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.12	traderent	finite verb: third plural imperfect subjunctive active	ls.n48671:trado
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.12_0	,		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.13	quod	uninflected conjunction	ls.n40262:quod1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.13	quod	pronoun: neuter accusative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.13	quod	pronoun: neuter nominative singular	ls.n40103:qui1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.14	patriam	noun: feminine accusative singular	ls.n34131:patria
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.15	oppugnatum	supine: accusative	ls.n32829:oppugno1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.15	oppugnatum	participle: perfect passive masculine accusative singular	ls.n32829:oppugno1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.15	oppugnatum	participle: perfect passive neuter nominative singular	ls.n32829:oppugno1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.15	oppugnatum	participle: perfect passive neuter accusative singular	ls.n32829:oppugno1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.15	oppugnatum	participle: perfect passive neuter vocative singular	ls.n32829:oppugno1
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.16	uenerint	finite verb: third plural future perfect indicative active	ls.n50442:venio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.16	uenerint	finite verb: third plural perfect subjunctive active	ls.n50442:venio
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.16_0	;		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.17	Antigona		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.18	soror	noun: feminine nominative singular	ls.n44798:soror
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.18	soror	noun: feminine vocative singular	ls.n44798:soror
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.19	et	uninflected conjunction	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.20	Argia		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.21	coniunx	noun: masculine nominative singular	ls.n10361:conjunx
https://lingualatina.github.io/texts/browsable/hyginus/72a/	72a.1	72a.1.21	coniunx	noun: feminine nominative singular	ls.n10361:conjunx
