url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/195a/	195a.title	195a.title.0	ORION		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/195a/	195a.title	195a.title.0_0	.		urn:cite2:tabulae:ls.v1:null
