url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/11pr/	11pr.title	11pr.title.0	NIOBIDAE		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/11pr/	11pr.title	11pr.title.0_0	.		urn:cite2:tabulae:ls.v1:null
