url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.14	cui	ValidPronounForm(urn:cite2:tabulae:morphforms.v1:010003301,Neuter,Dative,Singular)	urn:cite2:tabulae:ls.v1:n40242
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.14	cui	ValidPronounForm(urn:cite2:tabulae:morphforms.v1:010002301,Feminine,Dative,Singular)	urn:cite2:tabulae:ls.v1:n40242
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.14	cui	ValidPronounForm(urn:cite2:tabulae:morphforms.v1:010001301,Masculine,Dative,Singular)	urn:cite2:tabulae:ls.v1:n40103
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.14	cui	ValidPronounForm(urn:cite2:tabulae:morphforms.v1:010003301,Neuter,Dative,Singular)	urn:cite2:tabulae:ls.v1:n40103
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.14	cui	ValidPronounForm(urn:cite2:tabulae:morphforms.v1:010002301,Feminine,Dative,Singular)	urn:cite2:tabulae:ls.v1:n40103
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.15	Polyxo		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.16	aetate	ValidNounForm(urn:cite2:tabulae:morphforms.v1:010002500,Feminine,Ablative,Singular)	urn:cite2:tabulae:ls.v1:n1406
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.17	constituta	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:014022105,Perfect,Passive,Feminine,Nominative,Singular)	urn:cite2:tabulae:ls.v1:n10632
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.17	constituta	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:014022505,Perfect,Passive,Feminine,Ablative,Singular)	urn:cite2:tabulae:ls.v1:n10632
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.17	constituta	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:014022605,Perfect,Passive,Feminine,Vocative,Singular)	urn:cite2:tabulae:ls.v1:n10632
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.17	constituta	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:024023105,Perfect,Passive,Neuter,Nominative,Plural)	urn:cite2:tabulae:ls.v1:n10632
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.17	constituta	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:024023405,Perfect,Passive,Neuter,Accusative,Plural)	urn:cite2:tabulae:ls.v1:n10632
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.17	constituta	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:024023605,Perfect,Passive,Neuter,Vocative,Plural)	urn:cite2:tabulae:ls.v1:n10632
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.18	dedit	ValidFiniteVerbForm(urn:cite2:tabulae:morphforms.v1:314110004,Third,Singular,Perfect,Indicative,Active)	urn:cite2:tabulae:ls.v1:n14599
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.18	dedit	ValidFiniteVerbForm(urn:cite2:tabulae:morphforms.v1:311110004,Third,Singular,Present,Indicative,Active)	urn:cite2:tabulae:ls.v1:n12628
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.19	consilium	ValidNounForm(urn:cite2:tabulae:morphforms.v1:010003100,Neuter,Nominative,Singular)	urn:cite2:tabulae:ls.v1:n10519
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.19	consilium	ValidNounForm(urn:cite2:tabulae:morphforms.v1:010003400,Neuter,Accusative,Singular)	urn:cite2:tabulae:ls.v1:n10519
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.19	consilium	ValidNounForm(urn:cite2:tabulae:morphforms.v1:010003600,Neuter,Vocative,Singular)	urn:cite2:tabulae:ls.v1:n10519
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.20	ut	ValidUninflectedForm(urn:cite2:tabulae:morphforms.v1:00000000A,Conjunction)	urn:cite2:tabulae:ls.v1:n49975
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.21	eos	ValidPronounForm(urn:cite2:tabulae:morphforms.v1:020001401,Masculine,Accusative,Plural)	urn:cite2:tabulae:ls.v1:n25029
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.22	laribus		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.23	hospitalibus		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.24	obligaret		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.26	inuitaret		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/15pr/	15pr.2	15pr.2.26_0	.		urn:cite2:tabulae:ls.v1:null
