url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/16pr/	16pr.title	16pr.title.0	CYZICUS		urn:cite2:tabulae:ls.v1:null
https://lingualatina.github.io/texts/browsable/hyginus/16pr/	16pr.title	16pr.title.0_0	.		urn:cite2:tabulae:ls.v1:null
